epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,281.453,2.32938,3.75261,1.58931,0.29162,0.34217,0.2671,0.08889,2.23492,3.32802,1.61167,0.000369376,0.000369376,0.000369376
2,505.637,2.10915,2.63765,1.4859,0.36731,0.35327,0.32047,0.11251,2.25113,2.42253,1.60423,0.000725063,0.000725063,0.000725063
